id,implementation_status,implementation_reason,implementation_type,code_module,required_inputs,verification_status,implementation_source_basis,pending_blocker_type,专业类别,中文名称,英文名称,来源/指南,来源链接
CALC-0200,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.body_water,weight_kg; current_sodium_mEq_l; target_sodium_mEq_l,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,内分泌、代谢与电解质,高钠血症时的缺水程度,Free Water Deficit in Hypernatremia,MDCalc calculator library,https://www.mdcalc.com/
CALC-0201,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.renal_endocrine_more,age_years; sex; bmi; waist_circumference_cm; physically_active_daily; daily_fruit_vegetable_or_berry; antihypertensive_medication; history_high_blood_glucose; family_history,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,内分泌、代谢与电解质,FINDRISC糖尿病风险,Finnish Diabetes Risk Score,Calculate by QxMD,https://qxmd.com/calculate/
CALC-0202,pending_formula_or_rule_implementation,"External calculators/papers may exist, but executable implementation needs full coefficients, caps/floors, population limits, and validation examples; not safe from title/source alone.",markdown_or_data_table_until_source_complete,,"complete coefficients, transformations, caps, and validation examples",metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,model_coefficients_needed,内分泌、代谢与电解质,FRAX骨折风险,FRAX Fracture Risk Assessment,Calculate by QxMD,https://qxmd.com/calculate/
CALC-0203,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.renal_endocrine_more,fasting_insulin_uIU_ml,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,内分泌、代谢与电解质,HOMA-IR胰岛素抵抗指数,Homeostatic Model Assessment of Insulin Resistance,Calculate by QxMD,https://qxmd.com/calculate/
CALC-0204,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.renal_endocrine_more,sex; waist_circumference_cm; triglycerides_mg_dl; hdl_mg_dl; systolic_bp; diastolic_bp; fasting_glucose_mg_dl,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,内分泌、代谢与电解质,代谢综合征判定,Metabolic Syndrome Criteria,Calculate by QxMD,https://qxmd.com/calculate/
CALC-0205,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.electrolytes,sodium_mmol_l; glucose_mmol_l,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,内分泌、代谢与电解质,有效血浆渗透压,Effective Serum Osmolality,Merck Manual clinical calculators,https://www.merckmanuals.com/professional/pages-with-widgets/clinical-calculators
CALC-0206,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.electrolytes,measured_osmolality_mosm_kg; estimated_osmolality_mosm_kg,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,内分泌、代谢与电解质,渗透压间隙,Osmolal Gap,Merck Manual clinical calculators,https://www.merckmanuals.com/professional/pages-with-widgets/clinical-calculators
CALC-0207,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.clinical_pharmacology_more,weight_kg,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,内分泌、代谢与电解质,甲状腺素替代初始剂量估算,Levothyroxine Replacement Dose,Merck Manual clinical calculators,https://www.merckmanuals.com/professional/pages-with-widgets/clinical-calculators
CALC-0208,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.basic_formulas_more,hba1c_percent,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,内分泌、代谢与电解质,糖化血红蛋白估算平均血糖,Estimated Average Glucose from HbA1c,MDCalc calculator library,https://www.mdcalc.com/
CALC-0209,merged_alias,Exact duplicate merged into canonical calculator CALC-0031.,compatibility_alias,CALC-0031,qt_seconds; heart_rate,alias_resolution_and_canonical_tests,canonical implementation and source metadata,,感染病学,QT间期校正 (EKG),Corrected QT Interval,MDCalc calculator library,https://www.mdcalc.com/
CALC-0210,merged_alias,Exact duplicate merged into canonical calculator CALC-0031.,compatibility_alias,CALC-0031,qt_seconds; heart_rate,alias_resolution_and_canonical_tests,canonical implementation and source metadata,,感染病学,QT间期校正 (EKG),Corrected QT Interval,MDCalc calculator library,https://www.mdcalc.com/
CALC-0211,merged_alias,Exact duplicate merged into canonical calculator CALC-0018.,compatibility_alias,CALC-0018,height_cm; sex,alias_resolution_and_canonical_tests,canonical implementation and source metadata,,感染病学,理想体重,Ideal Body Weight,CDC BMI calculators,https://www.cdc.gov/bmi/
CALC-0212,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_infectious_more,age_years; sex; comorbidity_count; respiratory_rate; oxygen_saturation_percent; gcs; urea_mmol_l; crp_mg_l,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,感染病学,4C COVID-19死亡率评分,4C Mortality Score,Calculate by QxMD,https://qxmd.com/calculate/
CALC-0213,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.emergency_surgery_rules,age_years; fever; absence_of_cough; tender_anterior_cervical_adenopathy; tonsillar_exudates_or_swelling,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,感染病学,Centor/McIsaac链球菌咽炎评分,Centor/McIsaac Score,MDCalc calculator library,https://www.mdcalc.com/
CALC-0214,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_infectious_more,major_criteria_count; minor_criteria_count,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,感染病学,Duke感染性心内膜炎标准,Modified Duke Criteria,MDCalc calculator library,https://www.mdcalc.com/
CALC-0215,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.gastro_nutrition_more,fever_past_24h; purulence; attend_rapidly_3_days_or_less; severely_inflamed_tonsils; no_cough_or_coryza,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,感染病学,FeverPAIN咽痛评分,FeverPAIN Score,Calculate by QxMD,https://qxmd.com/calculate/
CALC-0216,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_infectious_more,burden_of_illness; no_hypotension; no_copd; solid_tumor_or_no_fungal_infection; no_dehydration; outpatient_status; age_less_than_60,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,感染病学,MASCC发热性中性粒细胞减少风险,MASCC Risk Index,MDCalc calculator library,https://www.mdcalc.com/
CALC-0217,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.hepatology_scores,age_years; albumin_g_l; bilirubin_day0_umol_l; bilirubin_day7_umol_l; prothrombin_time_seconds; renal_insufficiency,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,感染病学,Maddrey以外酒精性肝炎感染风险辅助,Lille Model,Evidencio Lille Model manual / GlobalRPH Lille model,https://www.evidencio.com/models/download/manual/10279/2.0/EN
CALC-0218,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.emergency_scores,confusion; urea_mmol_l; respiratory_rate; systolic_bp; diastolic_bp; age_years,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,感染病学,肺炎严重度CURB-65,CURB-65 for Pneumonia,MDCalc calculator library,https://www.mdcalc.com/
CALC-0219,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.nursing_obstetric_scores,components,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,Apgar Score,Apgar Score,Merck Manual clinical calculators,https://www.merckmanuals.com/professional/pages-with-widgets/clinical-calculators
CALC-0220,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_neuro_radiation_more,length_cm; l; m; s,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,世界卫生组织 婴儿年龄百分位数（<24个月龄）,WHO Infant Length-for-Age Percentile,WHO Child Growth Standards,https://www.who.int/tools/child-growth-standards
CALC-0221,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_neuro_radiation_more,length_cm; l; m; s,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,世界卫生组织 婴儿年龄百分位数（<24个月龄）,WHO Infant Length-for-Age Percentile,WHO Child Growth Standards,https://www.who.int/tools/child-growth-standards
CALC-0222,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_neuro_radiation_more,weight_kg; l; m; s,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,世界卫生组织定义婴儿体重比年龄百分位数（<24 个月龄）,WHO Infant Weight-for-Age Percentile,WHO Child Growth Standards,https://www.who.int/tools/child-growth-standards
CALC-0223,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_neuro_radiation_more,weight_kg; l; m; s,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,世界卫生组织定义婴儿体重比年龄百分位数（<24 个月龄）,WHO Infant Weight-for-Age Percentile,WHO Child Growth Standards,https://www.who.int/tools/child-growth-standards
CALC-0224,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_neuro_radiation_more,weight_kg; l; m; s,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,世界卫生组织定义婴儿体重比身长百分位数（<24个月龄）,WHO Infant Weight-for-Length Percentile,WHO Child Growth Standards,https://www.who.int/tools/child-growth-standards
CALC-0225,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_neuro_radiation_more,weight_kg; l; m; s,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,世界卫生组织定义婴儿体重比身长百分位数（<24个月龄）,WHO Infant Weight-for-Length Percentile,WHO Child Growth Standards,https://www.who.int/tools/child-growth-standards
CALC-0226,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_neuro_radiation_more,head_circumference_cm; l; m; s,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,世界卫生组织定义婴儿头围比身长百分位数（<24个月龄）,WHO Infant Head Circumference-for-Age Percentile,WHO Child Growth Standards,https://www.who.int/tools/child-growth-standards
CALC-0227,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_neuro_radiation_more,head_circumference_cm; l; m; s,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,世界卫生组织定义婴儿头围比身长百分位数（<24个月龄）,WHO Infant Head Circumference-for-Age Percentile,WHO Child Growth Standards,https://www.who.int/tools/child-growth-standards
CALC-0228,merged_alias,Exact duplicate merged into canonical calculator CALC-0173.,compatibility_alias,CALC-0173,weight_kg; current_sodium_mEq_l; target_sodium_mEq_l,alias_resolution_and_canonical_tests,canonical implementation and source metadata,,儿科学,低钠血症的钠缺乏,Sodium Deficit in Hyponatremia,MDCalc calculator library,https://www.mdcalc.com/
CALC-0229,merged_alias,Exact duplicate merged into canonical calculator CALC-0174.,compatibility_alias,CALC-0174,desired_sodium_change_mEq_l_per_hour; serum_sodium_mEq_l; total_body_water_fraction; weight_kg; infusate_sodium_mEq_l; infusate_potassium_mEq_l,alias_resolution_and_canonical_tests,canonical implementation and source metadata,,儿科学,低钠血症纠正时的输液速率,Infusion Rate for Hyponatremia Correction,MDCalc calculator library,https://www.mdcalc.com/
CALC-0230,merged_alias,Exact duplicate merged into canonical calculator CALC-0175.,compatibility_alias,CALC-0175,infusate_sodium_mEq_l; infusate_potassium_mEq_l; serum_sodium_mEq_l; total_body_water_fraction; weight_kg,alias_resolution_and_canonical_tests,canonical implementation and source metadata,,儿科学,低钠血症纠正时的输液速率,Infusion Rate for Hyponatremia Correction,MDCalc calculator library,https://www.mdcalc.com/
CALC-0231,merged_alias,Exact duplicate merged into canonical calculator CALC-0005.,compatibility_alias,CALC-0005,height_cm; weight_kg,alias_resolution_and_canonical_tests,canonical implementation and source metadata,,儿科学,体表面积（Du Bois 法）,Body Surface Area by Du Bois Formula,MDCalc calculator library,https://www.mdcalc.com/
CALC-0232,merged_alias,Exact duplicate merged into canonical calculator CALC-0177.,compatibility_alias,CALC-0177,daily_fluid_ml,alias_resolution_and_canonical_tests,canonical implementation and source metadata,,儿科学,儿童维持液量的计算,Pediatric Maintenance Fluid Calculation,MDCalc calculator library,https://www.mdcalc.com/
CALC-0233,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_neuro_radiation_more,bmi; l; m; s,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,女孩（2 - 20岁）的体质量指数百分比,CDC Girls BMI-for-Age Percentile,CDC Growth Charts,https://www.cdc.gov/growthcharts/
CALC-0234,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.general,weight_kg; height_cm,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,女孩（2 - 20岁）的体质量指数百分比,CDC Girls BMI-for-Age Percentile,CDC Growth Charts,https://www.cdc.gov/growthcharts/
CALC-0235,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_neuro_radiation_more,bmi; l; m; s,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,女孩（2 - 20岁）的体质量指数百分比,CDC Girls BMI-for-Age Percentile,CDC Growth Charts,https://www.cdc.gov/growthcharts/
CALC-0236,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_neuro_radiation_more,bmi; l; m; s,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,男孩（2 - 20岁）的体质量指数百分比,CDC Boys BMI-for-Age Percentile,CDC Growth Charts,https://www.cdc.gov/growthcharts/
CALC-0237,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.general,weight_kg; height_cm,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,男孩（2 - 20岁）的体质量指数百分比,CDC Boys BMI-for-Age Percentile,CDC Growth Charts,https://www.cdc.gov/growthcharts/
CALC-0238,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_neuro_radiation_more,bmi; l; m; s,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,男孩（2 - 20岁）的体质量指数百分比,CDC Boys BMI-for-Age Percentile,CDC Growth Charts,https://www.cdc.gov/growthcharts/
CALC-0239,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_neuro_radiation_more,weight_kg; l; m; s,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,疾病预防控制中心女孩体重年龄百分位数（2-20岁）,CDC Girls Weight-for-Age Percentile,CDC Growth Charts,https://www.cdc.gov/growthcharts/
CALC-0240,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_neuro_radiation_more,weight_kg; l; m; s,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,疾病预防控制中心女孩体重年龄百分位数（2-20岁）,CDC Girls Weight-for-Age Percentile,CDC Growth Charts,https://www.cdc.gov/growthcharts/
CALC-0241,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_neuro_radiation_more,weight_kg; l; m; s,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,疾病预防控制中心女孩体重身高百分位数（77-121cm高）,CDC Girls Weight-for-Stature Percentile,CDC Growth Charts,https://www.cdc.gov/growthcharts/
CALC-0242,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_neuro_radiation_more,weight_kg; l; m; s,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,疾病预防控制中心女孩体重身高百分位数（77-121cm高）,CDC Girls Weight-for-Stature Percentile,CDC Growth Charts,https://www.cdc.gov/growthcharts/
CALC-0243,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_neuro_radiation_more,weight_kg; l; m; s,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,疾病预防控制中心男孩体重年龄百分位数（2-20岁）,CDC Boys Weight-for-Age Percentile,CDC Growth Charts,https://www.cdc.gov/growthcharts/
CALC-0244,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_neuro_radiation_more,weight_kg; l; m; s,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,疾病预防控制中心男孩体重年龄百分位数（2-20岁）,CDC Boys Weight-for-Age Percentile,CDC Growth Charts,https://www.cdc.gov/growthcharts/
CALC-0245,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_neuro_radiation_more,weight_kg; l; m; s,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,疾病预防控制中心男孩体重身高百分位数（77-121cm高）,CDC Boys Weight-for-Stature Percentile,CDC Growth Charts,https://www.cdc.gov/growthcharts/
CALC-0246,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_neuro_radiation_more,weight_kg; l; m; s,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,疾病预防控制中心男孩体重身高百分位数（77-121cm高）,CDC Boys Weight-for-Stature Percentile,CDC Growth Charts,https://www.cdc.gov/growthcharts/
CALC-0247,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.basic_formulas_more,serum_iron_ug_dl; tibc_ug_dl,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,转铁蛋白饱和度,Transferrin Saturation,MDCalc calculator library,https://www.mdcalc.com/
CALC-0248,merged_alias,Exact duplicate merged into canonical calculator CALC-0150.,compatibility_alias,CALC-0150,sodium; chloride; bicarbonate,alias_resolution_and_canonical_tests,canonical implementation and source metadata,,儿科学,阴离子间隙,Anion Gap,MDCalc calculator library,https://www.mdcalc.com/
CALC-0249,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.hepatology_advanced,age_years; albumin_g_dl; bilirubin_mg_dl; inr; growth_failure,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,PELD评分,Pediatric End-stage Liver Disease Score,OPTN MELD calculator,https://optn.transplant.hrsa.gov/data/allocation-calculators/meld-calculator/
CALC-0250,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_infectious_more,behavior; cardiovascular; respiratory; quarter_hourly_nebulizers; persistent_postoperative_vomiting,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,PEWS儿童早期预警评分,Pediatric Early Warning Score,Pediatric Early Warning Score (PEWS) / MDCalc,https://www.mdcalc.com/calc/3901/pediatric-early-warning-score-pews
CALC-0251,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_infectious_more,suprasternal_retractions; scalene_muscle_contraction; air_entry; wheezing; oxygen_saturation,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,PRAM儿童哮喘严重度,Pediatric Respiratory Assessment Measure,PRAM Pediatric Respiratory Assessment Measure,https://www.mdcalc.com/calc/10195/pram-pediatric-respiratory-assessment-measure-asthma-exacerbation-severity
CALC-0252,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_neuro_radiation_more,height_cm; serum_creatinine_mg_dl,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,Schwartz儿童eGFR,Bedside Schwartz Equation,National Kidney Foundation eGFR calculator,https://www.kidney.org/professionals/gfr_calculator
CALC-0253,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_infectious_more,level_of_consciousness; cyanosis; stridor; air_entry; retractions,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,Westley哮吼评分,Westley Croup Score,MDCalc calculator library,https://www.mdcalc.com/
CALC-0254,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.emergency_scores,eye; verbal; motor,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,儿童GCS,Pediatric Glasgow Coma Scale,MDCalc calculator library,https://www.mdcalc.com/
CALC-0255,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_infectious_more,cough_percussion_hopping_tenderness; anorexia; fever; nausea_vomiting; rlq_tenderness; leukocytosis; neutrophilia; migration_pain,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,儿科学,儿童阑尾炎评分,Pediatric Appendicitis Score,MDCalc calculator library,https://www.mdcalc.com/
CALC-0256,pending_formula_or_rule_implementation,The neonatal early-onset sepsis model requires complete coefficients baseline incidence constraints and a validated management-version contract.,markdown_or_data_table_until_source_complete,,complete coefficients baseline incidence constraints and validation examples,metadata_self_check_only,do not reconstruct the model from risk-factor names,model_coefficients_needed,儿科学,新生儿早发败血症风险,Neonatal Early-Onset Sepsis Calculator,Calculate by QxMD,https://qxmd.com/calculate/
CALC-0257,merged_alias,Exact duplicate merged into canonical calculator CALC-0125.,compatibility_alias,CALC-0125,age_years; serum_creatinine_mg_dl; sex,alias_resolution_and_canonical_tests,canonical implementation and source metadata,,妇产科学,MDRD公式估算肾小球滤过率,MDRD Estimated Glomerular Filtration Rate,National Kidney Foundation eGFR calculator,https://www.kidney.org/professionals/gfr_calculator
CALC-0258,merged_alias,Exact duplicate merged into canonical calculator CALC-0039.,compatibility_alias,CALC-0039,weight_kg; height_cm,alias_resolution_and_canonical_tests,canonical implementation and source metadata,,妇产科学,体质指数（凯特勒指数）,Body Mass Index,CDC BMI calculators,https://www.cdc.gov/bmi/
CALC-0259,merged_alias,Exact duplicate merged into canonical calculator CALC-0145.,compatibility_alias,CALC-0145,urine_creatinine_mg_dl; urine_volume_ml; serum_creatinine_mg_dl; collection_minutes,alias_resolution_and_canonical_tests,canonical implementation and source metadata,,妇产科学,肌酐清除率（测定）,Measured Creatinine Clearance,MDCalc calculator library,https://www.mdcalc.com/
CALC-0260,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.nursing_obstetric_scores,dilation; effacement; station; consistency; position,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,妇产科学,Bishop宫颈评分,Bishop Score,MDCalc calculator library,https://www.mdcalc.com/
CALC-0261,pending_formula_or_rule_implementation,No sufficient formula cue in local metadata; needs targeted source search and source-quality decision.,markdown_or_data_table_until_source_complete,,reliable source and formula-level details,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,manual_research_needed,妇产科学,MFMU剖宫产后阴道试产预测,MFMU VBAC Calculator,MFMU VBAC calculator,https://mfmunetwork.bsc.gwu.edu/web/mfmunetwork/vaginal-birth-after-cesarean-calculator
CALC-0262,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.obstetric_surgical_scores,nausea_hours_score; vomiting_score; retching_score,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,妇产科学,PUQE妊娠恶心呕吐评分,Pregnancy-Unique Quantification of Emesis,Calculate by QxMD,https://qxmd.com/calculate/
CALC-0263,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.obstetric_surgical_scores,heart_rate; systolic_bp,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,妇产科学,产后出血量/休克指数,Obstetric Shock Index,Merck Manual clinical calculators,https://www.merckmanuals.com/professional/pages-with-widgets/clinical-calculators
CALC-0264,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.nursing_obstetric_scores,strategy; screen_one_hour_mg_dl; fasting_mg_dl; one_hour_mg_dl; two_hour_mg_dl; three_hour_mg_dl,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,妇产科学,妊娠期糖尿病筛查解释,Gestational Diabetes Screening Interpretation,USPSTF Gestational Diabetes Screening / UW Medicine OB consensus,https://www.uspreventiveservicestaskforce.org/uspstf/recommendation/gestational-diabetes-screening
CALC-0265,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.obstetric_surgical_scores,fetal_breathing; gross_body_movement; fetal_tone; amniotic_fluid; nonstress_test,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,妇产科学,胎儿生物物理评分,Biophysical Profile,Calculate by QxMD,https://qxmd.com/calculate/
CALC-0266,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.datetime_vision_hearing_more,lmp_date; as_of_date,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,妇产科学,预产期与孕周计算,Estimated Due Date and Gestational Age,ACOG due date guidance,https://www.acog.org/clinical/clinical-guidance/committee-opinion/articles/2017/05/methods-for-estimating-the-due-date
CALC-0267,merged_alias,Exact duplicate merged into canonical calculator CALC-0063.,compatibility_alias,CALC-0063,items,alias_resolution_and_canonical_tests,canonical implementation and source metadata,,神经、精神与老年医学,EPWORTH睡眠量表（ESS）,Epworth Sleepiness Scale,MDCalc calculator library,https://www.mdcalc.com/
CALC-0268,merged_alias,Exact duplicate merged into canonical calculator CALC-0001.,compatibility_alias,CALC-0001,eye; verbal; motor,alias_resolution_and_canonical_tests,canonical implementation and source metadata,,神经、精神与老年医学,GLASGOW昏迷评分,Glasgow Coma Scale,MDCalc calculator library,https://www.mdcalc.com/
CALC-0269,merged_alias,Exact duplicate merged into canonical calculator CALC-0125.,compatibility_alias,CALC-0125,age_years; serum_creatinine_mg_dl; sex,alias_resolution_and_canonical_tests,canonical implementation and source metadata,,神经、精神与老年医学,MDRD公式估算肾小球滤过率,MDRD Estimated Glomerular Filtration Rate,National Kidney Foundation eGFR calculator,https://www.kidney.org/professionals/gfr_calculator
CALC-0270,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.neuro_classification_scores,items,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,神经、精神与老年医学,NIH 卒中评分,NIH Stroke Scale,NIH Stroke Scale,https://www.stroke.nih.gov/resources/scale.htm
CALC-0271,merged_alias,Exact duplicate merged into canonical calculator CALC-0031.,compatibility_alias,CALC-0031,qt_seconds; heart_rate,alias_resolution_and_canonical_tests,canonical implementation and source metadata,,神经、精神与老年医学,QT间期校正 (EKG),Corrected QT Interval,MDCalc calculator library,https://www.mdcalc.com/
CALC-0272,merged_alias,Exact duplicate merged into canonical calculator CALC-0031.,compatibility_alias,CALC-0031,qt_seconds; heart_rate,alias_resolution_and_canonical_tests,canonical implementation and source metadata,,神经、精神与老年医学,QT间期校正 (EKG),Corrected QT Interval,MDCalc calculator library,https://www.mdcalc.com/
CALC-0273,merged_alias,Exact duplicate merged into canonical calculator CALC-0031.,compatibility_alias,CALC-0031,qt_seconds; heart_rate,alias_resolution_and_canonical_tests,canonical implementation and source metadata,,神经、精神与老年医学,QT间期校正 (EKG),Corrected QT Interval,MDCalc calculator library,https://www.mdcalc.com/
CALC-0274,merged_alias,Exact duplicate merged into canonical calculator CALC-0031.,compatibility_alias,CALC-0031,qt_seconds; heart_rate,alias_resolution_and_canonical_tests,canonical implementation and source metadata,,神经、精神与老年医学,QT间期校正 (EKG),Corrected QT Interval,MDCalc calculator library,https://www.mdcalc.com/
CALC-0275,merged_alias,Exact duplicate merged into canonical calculator CALC-0039.,compatibility_alias,CALC-0039,weight_kg; height_cm,alias_resolution_and_canonical_tests,canonical implementation and source metadata,,神经、精神与老年医学,体质指数（凯特勒指数）,Body Mass Index,CDC BMI calculators,https://www.cdc.gov/bmi/
CALC-0276,merged_alias,Exact duplicate merged into canonical calculator CALC-0039.,compatibility_alias,CALC-0039,weight_kg; height_cm,alias_resolution_and_canonical_tests,canonical implementation and source metadata,,神经、精神与老年医学,体质指数（凯特勒指数）,Body Mass Index,CDC BMI calculators,https://www.cdc.gov/bmi/
CALC-0277,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_neuro_radiation_more,bmi; l; m; s,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,神经、精神与老年医学,女孩（2 - 20岁）的体质量指数百分比,CDC Girls BMI-for-Age Percentile,CDC Growth Charts,https://www.cdc.gov/growthcharts/
