id,专业类别,中文名称,英文名称,来源/指南,来源链接,formula_feasibility,reason_if_not_directly_implemented,next_action,registry_status,pending_blocker_type,data_needed_for_code,suggested_implementation_artifact
CALC-0820,影像、实验室、遗传与公共卫生,成人疫苗适应证核对,Adult Immunization Schedule Support,CDC Adult Immunization Schedule,https://www.cdc.gov/vaccines/schedules/,not_formula_prevention_guideline,"Public-health screening or vaccine rows are eligibility/interval guidelines; implement as date/risk-factor rules after guideline-specific extraction, not as numeric formulas.",build eligibility/interval rule engine with guideline dates and exceptions,pending_formula_or_rule_implementation,prevention_guideline,age/risk eligibility logic and versioned recommendation details,markdown_or_data_table_until_source_complete
CALC-0821,影像、实验室、遗传与公共卫生,USPSTF癌症筛查资格核对,USPSTF Cancer Screening Eligibility Support,USPSTF,https://www.uspreventiveservicestaskforce.org/,not_formula_prevention_guideline,"Public-health screening or vaccine rows are eligibility/interval guidelines; implement as date/risk-factor rules after guideline-specific extraction, not as numeric formulas.",build eligibility/interval rule engine with guideline dates and exceptions,pending_formula_or_rule_implementation,prevention_guideline,age/risk eligibility logic and versioned recommendation details,markdown_or_data_table_until_source_complete
CALC-0822,影像、实验室、遗传与公共卫生,生命简单8项心血管健康评分,Life's Essential 8,AHA Life's Essential 8,https://www.heart.org/,needs_manual_research,No sufficient formula cue in local metadata; needs targeted source search and source-quality decision.,perform targeted source search and decide implementation type,pending_formula_or_rule_implementation,manual_research_needed,reliable source and formula-level details,markdown_or_data_table_until_source_complete
CALC-0824,重症、麻醉、疼痛与姑息,SAPS 3简化急性生理评分,"Simplified Acute Physiology Score 3, SAPS 3",SAPS 3,https://qxmd.com/calculate/,possible_but_model_needs_coefficients,SAPS 3 requires point tables regional equations coefficients and calibration version.,obtain and validate a regional model version,pending_formula_or_rule_implementation,model_coefficients_needed,complete point tables regional coefficients calibration and validation examples,markdown_or_data_table_until_source_complete
CALC-0825,重症、麻醉、疼痛与姑息,MPM0-III死亡概率模型,Mortality Probability Model III at ICU Admission,MPM0-III,https://qxmd.com/calculate/,possible_but_model_needs_coefficients,MPM0-III requires variable definitions logistic coefficients intercept exclusions and model version.,obtain and validate the exact model implementation,pending_formula_or_rule_implementation,model_coefficients_needed,complete coefficients intercept definitions exclusions and validation examples,markdown_or_data_table_until_source_complete
CALC-0839,骨科、运动医学与康复扩展,AOFAS踝-后足评分,AOFAS Ankle-Hindfoot Score,AOFAS,https://qxmd.com/calculate/,limited_by_questionnaire_rights,The instrument depends on society domain response content and exact weighting.,obtain redistribution rights and a permission-safe coded-input contract,pending_formula_or_rule_implementation,rights_limited_questionnaire,permission-safe coded inputs or licensing clearance,markdown_or_data_table_until_source_complete
CALC-0846,骨科、运动医学与康复扩展,WOSI肩关节不稳指数,Western Ontario Shoulder Instability Index,WOSI,https://qxmd.com/calculate/,limited_by_questionnaire_rights,Can implement scoring from pre-coded item scores if scoring rules are public; should not reproduce protected item text or copyrighted instruments without license.,score only coded item values; do not include protected questionnaire text,pending_formula_or_rule_implementation,rights_limited_questionnaire,permission-safe scored inputs or licensing clearance,markdown_or_data_table_until_source_complete
CALC-0862,眼耳鼻喉、口腔与头颈扩展,牙外伤IADT分类支持,IADT Dental Trauma Classification Support,IADT Guidelines,https://www.iadt-dentaltrauma.org/,needs_manual_research,No sufficient formula cue in local metadata; needs targeted source search and source-quality decision.,perform targeted source search and decide implementation type,pending_formula_or_rule_implementation,manual_research_needed,reliable source and formula-level details,markdown_or_data_table_until_source_complete
CALC-0867,公共卫生、职业医学与生活方式,国际体力活动问卷,"International Physical Activity Questionnaire, IPAQ",IPAQ,https://sites.google.com/view/ipaq/home,limited_by_questionnaire_rights,Can implement scoring from pre-coded item scores if scoring rules are public; should not reproduce protected item text or copyrighted instruments without license.,score only coded item values; do not include protected questionnaire text,pending_formula_or_rule_implementation,rights_limited_questionnaire,permission-safe scored inputs or licensing clearance,markdown_or_data_table_until_source_complete
CALC-0871,公共卫生、职业医学与生活方式,血铅水平解释,Blood Lead Level Interpretation,CDC Lead,https://www.cdc.gov/lead-prevention/,not_single_formula_drug_rule,"Medication/TDM/pharmacogenomic rows require drug-specific label/guideline rules, target ranges, patient context, and versioning; external sources can supply rules but not one universal formula.",requires drug-specific rule engine and guideline/version governance,pending_formula_or_rule_implementation,drug_rule,"drug-specific dosing/TDM rules, monitoring conditions, and safety constraints",markdown_or_data_table_until_source_complete
CALC-0872,公共卫生、职业医学与生活方式,职业暴露血源病原体风险评估,Occupational Bloodborne Pathogen Exposure Risk Support,CDC Occupational Exposure,https://www.cdc.gov/,not_formula_prevention_guideline,"Public-health screening or vaccine rows are eligibility/interval guidelines; implement as date/risk-factor rules after guideline-specific extraction, not as numeric formulas.",build eligibility/interval rule engine with guideline dates and exceptions,pending_formula_or_rule_implementation,prevention_guideline,age/risk eligibility logic and versioned recommendation details,markdown_or_data_table_until_source_complete
CALC-0873,公共卫生、职业医学与生活方式,长途旅行VTE风险提示,Travel-Associated VTE Risk Support,CDC Yellow Book,https://wwwnc.cdc.gov/travel/page/yellowbook-home,needs_manual_research,No sufficient formula cue in local metadata; needs targeted source search and source-quality decision.,perform targeted source search and decide implementation type,pending_formula_or_rule_implementation,manual_research_needed,reliable source and formula-level details,markdown_or_data_table_until_source_complete
CALC-0875,肿瘤分期与专病路径扩展,唇癌AJCC/NCCN分期与风险分层,Lip Cancer AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0876,肿瘤分期与专病路径扩展,口腔癌AJCC/NCCN分期与风险分层,Oral Cavity Cancer AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0877,肿瘤分期与专病路径扩展,口咽癌HPV阳性AJCC/NCCN分期与风险分层,HPV-Mediated Oropharyngeal Cancer AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0878,肿瘤分期与专病路径扩展,口咽癌HPV阴性AJCC/NCCN分期与风险分层,HPV-Negative Oropharyngeal Cancer AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0879,肿瘤分期与专病路径扩展,鼻咽癌AJCC/NCCN分期与风险分层,Nasopharyngeal Cancer AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0880,肿瘤分期与专病路径扩展,下咽癌AJCC/NCCN分期与风险分层,Hypopharyngeal Cancer AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0881,肿瘤分期与专病路径扩展,喉癌AJCC/NCCN分期与风险分层,Laryngeal Cancer AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0882,肿瘤分期与专病路径扩展,鼻腔和鼻窦癌AJCC/NCCN分期与风险分层,Nasal Cavity and Paranasal Sinus Cancer AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0883,肿瘤分期与专病路径扩展,唾液腺癌AJCC/NCCN分期与风险分层,Major Salivary Gland Cancer AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0884,肿瘤分期与专病路径扩展,甲状腺分化癌AJCC/NCCN分期与风险分层,Differentiated Thyroid Cancer AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0885,肿瘤分期与专病路径扩展,甲状腺髓样癌AJCC/NCCN分期与风险分层,Medullary Thyroid Cancer AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0886,肿瘤分期与专病路径扩展,甲状腺未分化癌AJCC/NCCN分期与风险分层,Anaplastic Thyroid Cancer AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0887,肿瘤分期与专病路径扩展,胸腺上皮肿瘤AJCC/NCCN分期与风险分层,Thymic Epithelial Tumor AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0888,肿瘤分期与专病路径扩展,恶性胸膜间皮瘤AJCC/NCCN分期与风险分层,Malignant Pleural Mesothelioma AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0889,肿瘤分期与专病路径扩展,小细胞肺癌AJCC/NCCN分期与风险分层,Small Cell Lung Cancer AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0890,肿瘤分期与专病路径扩展,胃肠道间质瘤AJCC/NCCN分期与风险分层,Gastrointestinal Stromal Tumor AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0891,肿瘤分期与专病路径扩展,小肠腺癌AJCC/NCCN分期与风险分层,Small Bowel Adenocarcinoma AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0892,肿瘤分期与专病路径扩展,阑尾癌AJCC/NCCN分期与风险分层,Appendiceal Carcinoma AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0893,肿瘤分期与专病路径扩展,肛管癌AJCC/NCCN分期与风险分层,Anal Cancer AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0894,肿瘤分期与专病路径扩展,肝内胆管癌AJCC/NCCN分期与风险分层,Intrahepatic Cholangiocarcinoma AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0895,肿瘤分期与专病路径扩展,肝门部胆管癌AJCC/NCCN分期与风险分层,Perihilar Cholangiocarcinoma AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0896,肿瘤分期与专病路径扩展,远端胆管癌AJCC/NCCN分期与风险分层,Distal Bile Duct Cancer AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0897,肿瘤分期与专病路径扩展,胆囊癌AJCC/NCCN分期与风险分层,Gallbladder Cancer AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0898,肿瘤分期与专病路径扩展,壶腹癌AJCC/NCCN分期与风险分层,Ampullary Cancer AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0899,肿瘤分期与专病路径扩展,胰腺癌AJCC/NCCN分期与风险分层,Pancreatic Cancer AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0900,肿瘤分期与专病路径扩展,胰腺神经内分泌肿瘤AJCC/NCCN分期与风险分层,Pancreatic Neuroendocrine Tumor AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0901,肿瘤分期与专病路径扩展,胃神经内分泌肿瘤AJCC/NCCN分期与风险分层,Gastric Neuroendocrine Tumor AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0902,肿瘤分期与专病路径扩展,小肠神经内分泌肿瘤AJCC/NCCN分期与风险分层,Small Intestinal Neuroendocrine Tumor AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0903,肿瘤分期与专病路径扩展,结直肠神经内分泌肿瘤AJCC/NCCN分期与风险分层,Colorectal Neuroendocrine Tumor AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0904,肿瘤分期与专病路径扩展,肾盂输尿管癌AJCC/NCCN分期与风险分层,Renal Pelvis and Ureter Cancer AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0905,肿瘤分期与专病路径扩展,尿道癌AJCC/NCCN分期与风险分层,Urethral Cancer AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0906,肿瘤分期与专病路径扩展,阴茎癌AJCC/NCCN分期与风险分层,Penile Cancer AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0907,肿瘤分期与专病路径扩展,睾丸精原细胞瘤AJCC/NCCN分期与风险分层,Seminoma AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0908,肿瘤分期与专病路径扩展,睾丸非精原细胞瘤AJCC/NCCN分期与风险分层,Nonseminomatous Germ Cell Tumor AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0909,肿瘤分期与专病路径扩展,阴道癌AJCC/NCCN分期与风险分层,Vaginal Cancer AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0910,肿瘤分期与专病路径扩展,外阴癌AJCC/NCCN分期与风险分层,Vulvar Cancer AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0911,肿瘤分期与专病路径扩展,妊娠滋养细胞肿瘤AJCC/NCCN分期与风险分层,Gestational Trophoblastic Neoplasia AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0912,肿瘤分期与专病路径扩展,子宫肉瘤AJCC/NCCN分期与风险分层,Uterine Sarcoma AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
